ID,Act of terror,Sex,EthnicAppearance_cleaned,Age,InitialRisk,Crimes in pre,Terror in Pre,Number of prior co-offenders
12066,0,M,North European - White,35,S,1,1,5
2221,0,M,North European - White,35,S,2,2,4
2550,0,M,North European - White,36,M,0,0,0
2813,0,M,North European - White,36,M,0,0,0
4687,1,M,North European - White,36,M,0,0,0
5815,1,F,North European - White,36,M,0,0,0
6836,1,F,North European - White,36,H,0,0,0
7022,1,M,North European - White,36,H,0,0,0
7209,0,F,North European - White,36,H,0,0,0
7810,1,M,North European - White,36,M,0,0,0
11925,1,M,North European - White,36,H,0,0,0
12460,1,M,North European - White,36,H,0,0,0
12658,1,F,North European - White,36,H,0,0,0
158,0,M,North European - White,36,M,1,0,3
1970,1,M,North European - White,36,M,1,0,0
84,1,M,North European - White,36,S,0,0,0
950,0,F,North European - White,36,S,0,0,0
3424,1,F,North European - White,36,S,0,0,0
4105,1,M,North European - White,36,S,0,0,0
5415,1,F,North European - White,36,S,0,0,0
5587,1,M,North European - White,36,S,0,0,0
8078,0,F,North European - White,36,S,0,0,0
8414,1,F,North European - White,36,S,0,0,0
8955,1,F,North European - White,36,S,0,0,0
10104,0,M,North European - White,36,S,0,0,0
10113,1,M,North European - White,36,S,0,0,0
11135,0,M,North European - White,36,S,0,0,0
11776,1,M,North European - White,36,S,0,0,0
12527,0,M,North European - White,36,S,0,0,0
1534,1,F,North European - White,36,S,1,0,1
358,1,M,North European - White,37,H,0,0,0
1858,1,M,North European - White,37,H,0,0,0
2491,1,M,North European - White,37,H,0,0,0
3185,1,F,North European - White,37,H,0,0,0
3257,1,M,North European - White,37,H,0,0,0
3863,1,M,North European - White,37,H,0,0,0
4065,1,M,North European - White,37,M,0,0,0
4198,1,M,North European - White,37,H,0,0,0
4336,0,M,North European - White,37,M,0,0,0
4522,0,M,North European - White,37,M,0,0,0
5788,1,M,North European - White,37,M,0,0,0
6558,0,M,North European - White,37,M,0,0,0
8340,0,M,North European - White,37,H,0,0,0
10041,1,M,North European - White,37,M,0,0,0
11200,1,M,North European - White,37,M,0,0,0
11566,1,M,North European - White,37,H,0,0,0
11680,1,M,North European - White,37,M,0,0,0
12638,0,M,North European - White,37,M,0,0,0
4677,0,F,North European - White,37,M,1,0,2
10590,0,M,North European - White,37,M,1,0,1
474,1,F,North European - White,37,S,0,0,0
1907,0,M,North European - White,37,S,0,0,0
11733,1,M,North European - White,37,S,0,0,0
12057,0,M,North European - White,37,S,0,0,0
12057,0,M,North European - White,37,S,0,0,0
12173,0,M,North European - White,37,S,0,0,0
12363,1,F,North European - White,37,S,0,0,0
4820,0,M,North European - White,37,S,2,2,4
2474,1,F,North European - White,38,H,0,0,0
4136,1,M,North European - White,38,M,0,0,0
5965,0,M,North European - White,38,H,0,0,0
6864,1,M,North European - White,38,H,0,0,0
8312,1,M,North European - White,38,M,0,0,0
8312,1,M,North European - White,38,M,0,0,0
8836,1,M,North European - White,38,H,0,0,0
9213,0,M,North European - White,38,M,0,0,0
10145,1,M,North European - White,38,M,0,0,0
11573,0,F,North European - White,38,M,0,0,0
2197,1,M,North European - White,38,H,1,0,5
2682,0,F,North European - White,38,H,1,0,4
11044,1,M,North European - White,38,M,1,0,5
1530,1,M,North European - White,38,M,1,1,4
9777,1,M,North European - White,38,H,1,1,5
466,1,M,North European - White,38,S,0,0,0
2080,1,M,North European - White,38,S,0,0,0
3662,1,M,North European - White,38,S,0,0,0
5402,1,M,North European - White,38,S,0,0,0
8588,0,F,North European - White,38,S,0,0,0
12307,1,F,North European - White,38,S,0,0,0
12499,1,M,North European - White,38,S,0,0,0
12628,1,M,North European - White,38,S,0,0,0
3866,1,M,North European - White,39,H,0,0,0
4137,1,M,North European - White,39,H,0,0,0
7044,0,F,North European - White,39,M,0,0,0
8524,1,F,North European - White,39,H,0,0,0
11146,0,M,North European - White,39,H,0,0,0
11146,0,M,North European - White,39,H,0,0,0
11243,0,M,North European - White,39,H,0,0,0
11243,1,M,North European - White,39,H,0,0,0
11791,0,M,North European - White,39,M,0,0,0
12058,0,F,North European - White,39,M,0,0,0
12092,0,M,North European - White,39,H,0,0,0
12429,1,M,North European - White,39,H,0,0,0
12558,1,M,North European - White,39,M,0,0,0
12640,0,F,North European - White,39,M,0,0,0
159,0,M,North European - White,39,M,1,0,1
12210,0,M,North European - White,39,H,1,0,0
1361,0,M,North European - White,39,H,2,0,2
2027,1,M,North European - White,39,H,1,1,0
2934,1,M,North European - White,39,S,0,0,0
4254,0,F,North European - White,39,S,0,0,0
6311,1,M,North European - White,39,S,0,0,0
7060,1,M,North European - White,39,S,0,0,0
7459,0,M,North European - White,39,S,0,0,0
11400,0,M,North European - White,39,S,0,0,0
12579,1,M,North European - White,39,S,0,0,0
12657,0,M,North European - White,39,S,0,0,0
395,0,M,North European - White,39,S,1,0,5
5553,1,F,North European - White,39,S,2,0,1
228,1,M,North European - White,40,M,0,0,0
733,1,F,North European - White,40,M,0,0,0
788,1,M,North European - White,40,H,0,0,0
869,0,M,North European - White,40,H,0,0,0
2646,0,F,North European - White,40,M,0,0,0
5485,0,M,North European - White,40,M,0,0,0
7361,0,M,North European - White,40,M,0,0,0
10003,0,F,North European - White,40,H,0,0,0
10571,1,M,North European - White,40,H,0,0,0
12313,1,F,North European - White,40,M,0,0,0
12568,0,F,North European - White,40,M,0,0,0
678,0,M,North European - White,40,M,4,2,4
474,1,F,North European - White,40,S,0,0,0
646,1,M,North European - White,40,S,0,0,0
1122,0,F,North European - White,40,S,0,0,0
7473,0,M,North European - White,40,S,0,0,0
7509,1,F,North European - White,40,S,0,0,0
7875,0,M,North European - White,40,S,0,0,0
7950,0,M,North European - White,40,S,0,0,0
8267,0,F,North European - White,40,S,0,0,0
8591,1,F,North European - White,40,S,0,0,0
9009,0,M,North European - White,40,S,0,0,0
9523,1,M,North European - White,40,S,0,0,0
9711,0,M,North European - White,40,S,0,0,0
9711,0,M,North European - White,40,S,0,0,0
11134,1,M,North European - White,40,S,0,0,0
11393,0,M,North European - White,40,S,0,0,0
11832,1,F,North European - White,40,S,0,0,0
11866,0,M,North European - White,40,S,0,0,0
12125,1,M,North European - White,40,S,0,0,0
12308,1,F,North European - White,40,S,0,0,0
1979,0,M,North European - White,41,H,0,0,0
4710,0,M,North European - White,41,M,0,0,0
5051,0,F,North European - White,41,M,0,0,0
5893,0,M,North European - White,41,M,0,0,0
6921,1,M,North European - White,41,M,0,0,0
9768,1,M,North European - White,41,M,0,0,0
10968,0,F,North European - White,41,H,0,0,0
11814,1,M,North European - White,41,M,0,0,0
11930,1,F,North European - White,41,H,0,0,0
12148,0,M,North European - White,41,H,0,0,0
12249,1,M,North European - White,41,H,0,0,0
12292,1,F,North European - White,41,M,0,0,0
12332,1,M,North European - White,41,H,0,0,0
12581,1,F,North European - White,41,M,0,0,0
2411,0,F,North European - White,41,S,0,0,0
4202,1,M,North European - White,41,S,0,0,0
4272,1,M,North European - White,41,S,0,0,0
6393,0,F,North European - White,41,S,0,0,0
7636,0,F,North European - White,41,S,0,0,0
9681,1,M,North European - White,41,S,0,0,0
11837,1,F,North European - White,41,S,0,0,0
12530,0,M,North European - White,41,S,0,0,0
10886,0,F,North European - White,41,S,1,0,3
11974,1,M,North European - White,41,S,2,0,5
641,0,M,North European - White,42,M,0,0,0
864,0,F,North European - White,42,M,0,0,0
3915,0,M,North European - White,42,H,0,0,0
7456,0,M,North European - White,42,M,0,0,0
11488,0,M,North European - White,42,H,0,0,0
11488,0,M,North European - White,42,H,0,0,0
11555,0,M,North European - White,42,M,0,0,0
12135,1,M,North European - White,42,H,0,0,0
13,0,M,North European - White,42,S,0,0,0
1196,1,F,North European - White,42,S,0,0,0
1710,0,M,North European - White,42,S,0,0,0
1710,1,M,North European - White,42,S,0,0,0
4032,1,M,North European - White,42,S,0,0,0
4302,0,M,North European - White,42,S,0,0,0
5583,1,F,North European - White,42,S,0,0,0
6372,0,F,North European - White,42,S,0,0,0
6961,1,M,North European - White,42,S,0,0,0
8588,0,F,North European - White,42,S,0,0,0
9022,0,M,North European - White,42,S,0,0,0
10305,0,M,North European - White,42,S,0,0,0
10365,1,F,North European - White,42,S,0,0,0
11256,0,M,North European - White,42,S,0,0,0
1842,1,F,North European - White,42,Unknown,1,0,4
5425,0,F,North European - White,42,S,1,0,3
2538,1,M,North European - White,43,H,0,0,0
2538,0,M,North European - White,43,H,0,0,0
3169,0,M,North European - White,43,H,0,0,0
4039,0,F,North European - White,43,H,0,0,0
7962,1,M,North European - White,43,M,0,0,0
8489,1,M,North European - White,43,H,0,0,0
10543,0,M,North European - White,43,M,0,0,0
10828,1,M,North European - White,43,M,0,0,0
11305,0,M,North European - White,43,M,0,0,0
11929,1,M,North European - White,43,M,0,0,0
12342,0,M,North European - White,43,M,0,0,0
12443,0,F,North European - White,43,M,0,0,0
1111,1,F,North European - White,43,M,1,0,4
1326,0,M,North European - White,43,M,1,0,5
2076,1,M,North European - White,43,H,1,0,0
1001,0,M,North European - White,43,M,1,1,4
392,1,M,North European - White,43,S,0,0,0
863,0,F,North European - White,43,S,0,0,0
2103,1,M,North European - White,43,S,0,0,0
2653,0,M,North European - White,43,S,0,0,0
6270,0,M,North European - White,43,S,0,0,0
6270,0,M,North European - White,43,S,0,0,0
6674,1,F,North European - White,43,S,0,0,0
12162,1,M,North European - White,43,S,0,0,0
12345,0,M,North European - White,43,S,0,0,0
3569,0,F,North European - White,43,S,1,0,0
6231,1,M,North European - White,43,S,1,1,3
64,0,M,North European - White,44,M,0,0,0
4139,1,M,North European - White,44,H,0,0,0
6120,0,F,North European - White,44,H,0,0,0
8764,0,M,North European - White,44,M,0,0,0
11796,0,F,North European - White,44,M,0,0,0
11849,0,M,North European - White,44,M,0,0,0
12276,0,F,North European - White,44,H,0,0,0
12612,1,M,North European - White,44,M,0,0,0
1533,0,M,North European - White,44,H,1,0,3
7000,1,M,North European - White,44,M,1,0,2
1914,0,F,North European - White,44,S,0,0,0
4320,0,M,North European - White,44,S,0,0,0
8448,0,F,North European - White,44,S,0,0,0
9990,0,F,North European - White,44,S,0,0,0
10793,0,F,North European - White,44,S,0,0,0
11159,0,F,North European - White,44,S,0,0,0
11224,1,M,North European - White,44,S,0,0,0
11659,1,F,North European - White,44,S,0,0,0
12186,0,M,North European - White,44,S,0,0,0
12606,1,M,North European - White,44,S,0,0,0
3956,1,F,North European - White,44,S,1,0,3
6308,0,F,North European - White,44,S,1,0,0
362,0,M,North European - White,45,M,0,0,0
1715,0,M,North European - White,45,M,0,0,0
2462,0,M,North European - White,45,M,0,0,0
5142,0,M,North European - White,45,H,0,0,0
10567,1,M,North European - White,45,H,0,0,0
11793,1,M,North European - White,45,H,0,0,0
12040,1,M,North European - White,45,M,0,0,0
12309,1,M,North European - White,45,M,0,0,0
12325,1,M,North European - White,45,H,0,0,0
12398,1,M,North European - White,45,H,0,0,0
11340,0,M,North European - White,45,H,1,0,4
2419,1,F,North European - White,45,S,0,0,0
2443,1,M,North European - White,45,S,0,0,0
7230,0,M,North European - White,45,S,0,0,0
7985,1,M,North European - White,45,S,0,0,0
10546,0,M,North European - White,45,S,0,0,0
10779,1,M,North European - White,45,S,0,0,0
11183,0,F,North European - White,45,S,0,0,0
11344,1,M,North European - White,45,S,0,0,0
11354,1,M,North European - White,45,S,0,0,0
11671,0,M,North European - White,45,S,0,0,0
12618,0,F,North European - White,45,S,0,0,0
10412,1,M,North European - White,45,S,1,1,0
10758,0,M,North European - White,45,S,1,1,2
11441,1,F,North European - White,45,S,1,1,3
3339,0,M,North European - White,46,H,0,0,0
7119,1,M,North European - White,46,M,0,0,0
7355,0,M,North European - White,46,M,0,0,0
8691,0,F,North European - White,46,M,0,0,0
9645,1,F,North European - White,46,M,0,0,0
9658,0,F,North European - White,46,M,0,0,0
11320,0,F,North European - White,46,M,0,0,0
11625,1,M,North European - White,46,H,0,0,0
12011,1,M,North European - White,46,M,0,0,0
12274,0,M,North European - White,46,M,0,0,0
12327,0,M,North European - White,46,H,0,0,0
12542,1,M,North European - White,46,H,0,0,0
6789,0,M,North European - White,46,M,2,0,1
521,0,F,North European - White,46,S,0,0,0
2514,0,F,North European - White,46,S,0,0,0
5073,1,M,North European - White,46,S,0,0,0
9658,1,F,North European - White,46,S,0,0,0
10940,1,M,North European - White,46,S,0,0,0
11498,0,F,North European - White,46,S,0,0,0
11598,0,M,North European - White,46,S,0,0,0
12031,0,M,North European - White,46,S,0,0,0
12270,1,M,North European - White,46,S,0,0,0
12649,0,M,North European - White,46,S,0,0,0
4232,0,M,North European - White,46,S,1,0,2
6996,1,F,North European - White,46,S,2,0,1
6996,0,F,North European - White,46,S,2,0,0
39,0,M,North European - White,47,M,0,0,0
2908,0,F,North European - White,47,H,0,0,0
3179,0,F,North European - White,47,M,0,0,0
4589,0,M,North European - White,47,M,0,0,0
6338,0,F,North European - White,47,M,0,0,0
7730,0,M,North European - White,47,M,0,0,0
9838,0,F,North European - White,47,M,0,0,0
10269,0,M,North European - White,47,M,0,0,0
10269,0,M,North European - White,47,M,0,0,0
11358,0,F,North European - White,47,M,0,0,0
11526,0,M,North European - White,47,M,0,0,0
7116,1,M,North European - White,47,M,1,0,1
3613,0,M,North European - White,47,M,2,2,1
2994,1,F,North European - White,47,S,0,0,0
4804,1,M,North European - White,47,S,0,0,0
7210,0,M,North European - White,47,S,0,0,0
7210,1,M,North European - White,47,S,0,0,0
8271,0,F,North European - White,47,S,0,0,0
8356,0,F,North European - White,47,S,0,0,0
10139,0,F,North European - White,47,S,0,0,0
10383,0,M,North European - White,47,S,0,0,0
10473,1,F,North European - White,47,S,0,0,0
11596,1,M,North European - White,47,S,0,0,0
11827,0,F,North European - White,47,S,0,0,0
11941,1,M,North European - White,47,S,0,0,0
12344,0,F,North European - White,47,S,0,0,0
